Sira_ID,API_ID,Urun_Ismi,Urun_Barkodu,Muadil_Barkodlari,Gorsel_Path
9244,157285,BLEFARITTO LENS SOLUSYONU 6*60M,8680145084299,[],"[""images/157285/1.jpg""]"
9245,157286,BLEFARITTO LENS SOLUSYONU 60ML,8680145084381,[],"[""images/157286/1.jpg""]"
9246,157288,"LEVMONT 2,5/4 MG 30 SASE",8699976251329,"[""8699527080156"", ""8699976081216""]","[""images/157288/1.jpg""]"
9247,157293,PROCERTIN 30 SASE WOMEN,8683148095033,[],"[""images/157293/1.jpg""]"
9248,157294,PROCERTIN 30 SASE MEN,8683148095026,[],"[""images/157294/1.jpg""]"
9249,157295,TIODIK 600 MG 30 FILM KAPLI TAB,8699569092506,"[""8699566096002"", ""8680881094064"", ""8698856090270"", ""8699514010913"", ""8699828091271"", ""8680199098471"", ""033984000544"", ""8699566096002"", ""8680881094064"", ""8698856090270"", ""8699514010913"", ""8699828091271"", ""8680199098471""]","[""images/157295/1.jpg""]"
9250,157298,LUTICASS AEROSOL 50/5 120 DOZ,8699525529725,[],"[""images/157298/1.png""]"
9251,157299,WELLCARE MAGNE B6 200/10MG 30TB,8699680010274,[],"[""images/157299/1.jpg"", ""images/157299/2.png""]"
9252,157300,WELLCARE MAGN B6 200/10MG 60TB,8699680010250,[],"[""images/157300/1.png"", ""images/157300/2.jpg""]"
9253,157305,BIOBABY YENI DOGAN SAMPUAN200ML,8680512630234,[],"[""images/157305/1.jpg"", ""images/157305/2.png""]"
9254,157307,ROLL EMICI KOMPRES 7.5X7.5 25,28684382901887,[],"[""images/157307/1.jpg""]"
9255,157308,ROLL EMICI KOMPRES 7.5X7.5 50,38684382901884,[],"[""images/157308/1.jpg""]"
9256,157309,ROLL EMICI KOMPRES 7.5X7.5 100,48684382901881,[],"[""images/157309/1.jpg""]"
9257,157312,ROLL EMICI KOMP.7.5X7.5 EKO100-,8699592822286,[],"[""images/157312/1.jpg""]"
9258,157313,NEWVIT VITAMIN D3 600 IU DAMLA,8682125462134,[],"[""images/157313/1.jpg"", ""images/157313/2.jpg""]"
9259,157314,SALVELOX Y.BAN.SUYA DAYANIK 14,7310610010652,[],"[""images/157314/1.jpg""]"
9260,157315,SALVELOX Y.BAN.KESILEBILEN 100,8470003740098,[],"[""images/157315/1.jpg""]"
9261,157322,SALVELOX Y.BAN.HIZLI IYILESE 12,8470002358461,[],"[""images/157322/1.jpg""]"
9262,157323,SALVELOX Y.BAN.SEVIMLI COCUK 20,7310610020354,[],"[""images/157323/1.jpg""]"
9263,157324,SALVELOX Y.BAN.S.KAHRA COCUK20-,7310610017408,[],"[""images/157324/1.jpg""]"
9264,157325,SALVELOX Y.BAN.HAY.DOS.COCUK 20,7310610012762,[],"[""images/157325/1.png""]"
9265,157326,SALVELOX Y.BAN.ESNEK DAY.BEZ 20,8470003686969,[],"[""images/157326/1.jpg""]"
9266,157327,SALVELOX Y.BAN.SEFFAF 20,8470002323636,[],"[""images/157327/1.jpg""]"
9267,157330,SALVELOX Y.BAN.TOPUK VURUK 6,8470001575531,[],"[""images/157330/1.jpg""]"
9268,157334,OCEAN 5-HTP 100 MG 30 KAP,8697595872864,[],"[""images/157334/1.png""]"
9269,157336,OCEAN L-TEANIN 200 MG 30 KAP,8697595872932,[],"[""images/157336/1.png""]"
9270,157337,DAY2DAY COL.ELASTIN(ALLBOD 100,8697595872987,[],"[""images/157337/1.png""]"
9271,157343,BEPANTHOLEYE NEM.GOZ DAM. TEKLI,8699546610037,[],"[""images/157343/1.jpg"", ""images/157343/2.jpg""]"
9272,157344,BEPANTHOLEYE NEM.GOZ DAM. COKLU,8699546610044,[],"[""images/157344/1.jpg"", ""images/157344/2.jpg""]"
9273,157345,ALLER-MAX BURUN SPREYI 15 ML,8680176000350,[],"[""images/157345/1.jpg""]"
9274,157346,NBTLIFE MAGNEFFER P5P 30 SASE,8680645530487,[],"[""images/157346/1.png""]"
9275,157347,NBTLIFE MAGNEFFER P5P 60 SASE,8680645530494,[],"[""images/157347/1.png"", ""images/157347/2.png""]"
9276,157349,VENATURA GLISIN 150 GR.,8683229900096,[],"[""images/157349/1.png""]"
9277,157351,SPAZZI 60 / 300 MG 40 KAP,8699525150226,"[""8699543190044"", ""8699543190020"", ""8699543190044"", ""8699543190020""]","[""images/157351/1.png"", ""images/157351/2.png""]"
9278,157370,"OFTAMYCIN-DX %0,3+%0,1 GOZ MRH",8699525440013,[],"[""images/157370/1.png""]"
9279,157371,KALEIDON FAST MELT 6 SASE,8699832250268,[],"[""images/157371/1.png"", ""images/157371/2.png""]"
9280,157372,LIZIK 40 MG 50 TB.,8684090010037,"[""8699578010713"", ""8699578010690"", ""8699809014008"", ""8699578010713"", ""8699578010690"", ""8699809014008""]","[""images/157372/1.png""]"
9281,157373,TAZACNE %01 KREM,8681990009024,"[""8699738350697"", ""8699738350703"", ""8681801350161"", ""8699738350697"", ""8681801350161""]","[""images/157373/1.png""]"
9282,157378,DERMODICOS PLUS CREAM 30 ML,8680145084749,[],"[""images/157378/1.jpg""]"
9283,157379,DYNAVIT VITAMIN C +D+ CINKO 20,8699586024450,[],"[""images/157379/1.png""]"
9284,157382,QUIXX COLD 100 ML SURUP,8699832570014,[],"[""images/157382/1.jpg"", ""images/157382/2.png""]"
9285,157384,PURE ACTIVE COMPLEX BTL 30 CAP,8690632993386,[],"[""images/157384/1.jpg""]"
9286,157386,PURE B COMPLEX BTL 30 CAP,8690632993270,[],"[""images/157386/1.jpg""]"
9287,157387,PURE BROMELAIN 2400 BTL 30 CAP,8690632993454,[],"[""images/157387/1.jpg""]"
9288,157389,PURE CO Q10 120MG BTL 30 CAP,8690632993485,[],"[""images/157389/1.jpg""]"
9289,157390,PURE CRANBERRY NS BTL 30 CAP,8690632993348,[],"[""images/157390/1.jpg""]"
9290,157391,PURE CURCUMIN 500 BTL 30 CAP,8690632993294,[],"[""images/157391/1.jpg""]"
9291,157393,PURE DAILY PROBIOTIC 30 CAP,8690632993584,[],"[""images/157393/1.jpg""]"
9292,157395,PURE IRON-C BTL 30 CAP,8690632993324,[],"[""images/157395/1.jpg""]"
9293,157398,PURE L-GLUTAMINE POWDER BTL,8690632993546,[],"[""images/157398/1.jpg""]"
9294,157399,PURE LIPOIC ACID BTL 60 CAP,8690632993515,[],"[""images/157399/1.jpg""]"
9295,157400,PURE MAGNESIUM BTL 60 CAP,8690632993508,[],"[""images/157400/1.jpg""]"
9296,157401,PURE METABOLIC XTRA BTL 60 CAP,8690632993553,[],"[""images/157401/1.jpg""]"
9297,157402,PURE MINERAL 650A BTL 90 CAP,8690632993539,[],"[""images/157402/1.jpg""]"
9298,157404,PURE OSTEO COMPLEX BTL 30 CAP,8690632993577,[],"[""images/157404/1.jpg""]"
9299,157406,PURE RDCD GLUTATHION 60 CAP,8690632993522,[],"[""images/157406/1.jpg""]"
9300,157407,PURE RESVERATROL BTL 30 CAP,8690632993331,[],"[""images/157407/1.jpg""]"
9301,157408,PURE SELENIUM BTL 30 CAP,8690632993317,[],"[""images/157408/1.jpg""]"
9302,157410,PURE VITALITY COMPLEX 30 CAP,8690632993393,[],"[""images/157410/1.jpg""]"
9303,157411,RECTAZIN REKTAL 4MG 60 ML SUSPA,8682773061017,"[""8680760920019"", ""8699586912047"", ""8680400771292"", ""8681807005188"", ""8680760920019"", ""8681801921989"", ""8699586912047"", ""8681801920999"", ""8680400771292"", ""8681807005188""]","[""images/157411/1.jpg""]"
9304,157412,PURE VITAMIN C BUF BTL 30 CAP,8690632993416,[],"[""images/157412/1.jpg""]"
9305,157413,PURE VITAMIN D 25MCG BTL 30 CAP,8690632993300,[],"[""images/157413/1.jpg""]"
9306,157414,PURE ZINC 15 BTL 30 CAP,8690632993461,[],"[""images/157414/1.jpg""]"
9307,157416,VENATURA PROPOLIS DAMLA 30 ML,8683229900225,[],"[""images/157416/1.png"", ""images/157416/2.png""]"
9308,157417,VENATURA KARNIYARIK OTU 100 KAP,8683229900232,[],"[""images/157417/1.png"", ""images/157417/2.png""]"
9309,157418,VENATURA SELENYUM 90 TB.,8683229900201,"[""8683229900508""]","[""images/157418/1.png"", ""images/157418/2.png""]"
9310,157421,WELLKID CALCIUM LIQUID,5021265251407,[],"[""images/157421/1.jpg""]"
9311,157426,DESAL 40 MG 12 TB,8699578010713,"[""8684090010037"", ""8699578010690"", ""8699809014008"", ""8684090010037"", ""8699578010690"", ""8699809014008""]","[""images/157426/1.jpg"", ""images/157426/2.png""]"
9312,157428,OCEAN GREEN TEA 500 MG 60 KAP,8697595872949,[],"[""images/157428/1.png""]"
9313,157429,OCEAN EXTRAMAG 250 MG 30 SASE,8697595873038,[],"[""images/157429/1.png""]"
9314,157430,OCEAN D-RIBOZ 5000 MG 30 SASE,8697595872512,[],"[""images/157430/1.png""]"
9315,157431,OCEAN PASSIFLORA SURUP 150 ML,8697595872918,[],"[""images/157431/1.png""]"
9316,157433,LISTERINE GAR.DISETI KORUMA 250,3574661673813,[],"[""images/157433/1.jpg""]"
9317,157434,LISTERINE GAR.DISETI KORUMA 500,3574661845937,[],"[""images/157434/1.jpg""]"
9318,157435,LISTERINE GAR.AWHITE H.TAT 1000,3574661491936,[],"[""images/157435/1.jpg""]"
9319,157436,LISTERINE GAR.TOTALCARE 1000,3574661731940,[],"[""images/157436/1.jpg""]"
9320,157438,ZATERON 250 MG 120 TB,8699828091479,"[""8699593015304"", ""8699650012260"", ""8685025010016"", ""8699514011606"", ""8699586013331"", ""8699525019776""]","[""images/157438/1.jpg""]"
9321,157439,VOONKA VITC GLUTATHNE COMPLX EF,8682241302857,[],"[""images/157439/1.png"", ""images/157439/2.jpg""]"
9322,157440,VOONKA SAMBUCUS NGRA PROPLIS EF,8682241302864,[],"[""images/157440/1.png""]"
9323,157444,AVENT GOGUS PEDI 24 LU,8710103867678,[],"[""images/157444/1.jpg""]"
9324,157445,AVENT GOGUS PEDI 60 LI,8710103867708,[],"[""images/157445/1.jpg""]"
9325,157447,IXIFI 100 MG 1/15ML,8681308771018,"[""8680614140112"", ""8699593791031"", ""8680614140112""]","[""images/157447/1.png""]"
9326,157448,MERIOFERT 75 IU FLK,8680426040297,"[""8680426040310"", ""8680426040303"", ""8697621790704"", ""8699777950285"", ""8699777950278"", ""8699777950292"", ""8680426040303"", ""8680426040020""]","[""images/157448/1.jpg""]"
9327,157449,MERIOFERT 150 IU FLK,8680426040303,"[""8680426040327"", ""8680426040297"", ""8699777950285"", ""8699777950278"", ""8699777950292"", ""8680426040297"", ""8680426040020""]","[""images/157449/1.jpg""]"
9328,157462,VENATURA COREKOTU YAGI 60 KAP.,8683229900218,[],"[""images/157462/1.png"", ""images/157462/2.png""]"
9329,157463,VENATURA VIT D3 1000 IU SP 20ML,8683229900133,[],"[""images/157463/1.png"", ""images/157463/2.png""]"
9330,157464,VENATURA VIT D3 400 IU SP 20 ML,8683229900157,[],"[""images/157464/1.png"", ""images/157464/2.png""]"
9331,157465,VENATURA VIT D3 600 IU SP 20 ML,8683229900140,[],"[""images/157465/1.png"", ""images/157465/2.png""]"
9332,157466,MM12 CIGNEME 30 TB.,8697601561508,[],"[""images/157466/1.jpg""]"
9333,157467,MAGNEWO 30 SASE,8697601561515,[],"[""images/157467/1.jpg""]"
9334,157468,ISOSOURCE JUNIOR MIX 500 ML,8690632247359,[],"[""images/157468/1.png""]"
9335,157469,"EXCALIBA PLUS 40/10/12,5MG 28TB",8699832090734,[],"[""images/157469/1.png""]"
9336,157470,EXCALIBA PLUS 40/10/25MG 28 TB,8699832090758,[],"[""images/157470/1.png""]"
9337,157471,CLOZARIL %1 + %5 JEL 25 GR,8699514340126,"[""8681728340016"", ""8699580340037"", ""8680186490097"", ""8699522348855"", ""8681728340016"", ""8699580340037"", ""8680186490097"", ""8699522348855""]","[""images/157471/1.jpg""]"
9338,157472,OCEAN SAW PALMETTO 350MG 60 KAP,8697595872994,[],"[""images/157472/1.png"", ""images/157472/2.png""]"
9339,157473,STRATH IMMUN 40 TB.,7610715000931,[],"[""images/157473/1.jpg""]"
9340,157479,BISOLDUO SURUP 100 ML,8683060570076,[],"[""images/157479/1.jpg"", ""images/157479/2.png""]"
9341,157480,ENTEROGERMINA 6BN ODG 9 SASE,8683060240023,[],"[""images/157480/1.png"", ""images/157480/2.jpg""]"
9342,157485,NATES MAGNEZYUM SITRAT 30 TB.,8683649337809,[],"[""images/157485/1.jpg""]"
9343,157487,DELTA MAGNEPURE 60 KAPSUL,8683561175039,[],"[""images/157487/1.jpg""]"
9344,157489,PIKOFOL SASE 20 SASE,8683649337854,[],"[""images/157489/1.jpg""]"
9345,157490,DR.THOMSON D3 1000IU SPR. 20ML,8697781960856,[],"[""images/157490/1.jpg""]"
9346,157492,SILNORM 100 MG 60 TB,8680881019869,"[""8680683010118"", ""8680683010118""]","[""images/157492/1.png""]"
9347,157495,AMGEVITA 20 MG COZELTI ENJ,8699862950190,"[""8680656080513"", ""8680656080513""]","[""images/157495/1.png""]"
9348,157496,KLOGEL 75 MG 28 TB,8697936093347,"[""8699502091986"", ""8699580090345"", ""8699809098190"", ""8699536093024"", ""8699828090304"", ""8699543090283"", ""8699525095374"", ""8699578090111"", ""8699569090564"", ""8699809097698"", ""8699502091986"", ""8699580090345"", ""8699809098190"", ""8699536093024"", ""8699828090304"", ""8699543090283"", ""8699525095374"", ""8699578090111"", ""8699569090564"", ""8699809097698""]","[""images/157496/1.png"", ""images/157496/2.png""]"
9349,157498,OMEPA DHA 30 YUMUSAK KAPSUL,8680133000980,[],"[""images/157498/1.jpg"", ""images/157498/2.jpg""]"
9350,157499,OMEPA PS 30 YUMUSAK KAPSUL,8680133000997,[],"[""images/157499/1.jpg"", ""images/157499/2.jpg""]"
9351,157500,KRILOM QH PLUS 30 YUMUSAK KAPSL,8680133001024,[],"[""images/157500/1.jpg"", ""images/157500/2.jpg""]"
9352,157501,MAGNIMORE B6 SM 30 SASE,8680133001000,[],"[""images/157501/1.jpg"", ""images/157501/2.jpg""]"
9353,157502,OSENDE MF 30 TABLET,8680133001031,[],"[""images/157502/1.jpg"", ""images/157502/2.jpg""]"
9354,157504,TERMOFOR FASHY PELUS PEMBE,4008339624238,[],"[""images/157504/1.jpg""]"
9355,157505,TERMOFOR FASHY KILIFLI KAHVE,4008339642331,[],"[""images/157505/1.jpg""]"
9356,157507,TERMOFOR FASHY PETEK ACIK MAVI,4008339672918,[],"[""images/157507/1.png""]"
9357,157509,TERMOFOR  BAL PETEK MAVI FASHY,4008339489493,[],"[""images/157509/1.png""]"
9358,157510,TERMOFOR BALPETEK YESIL FAS,4008339677630,[],"[""images/157510/1.png""]"
9359,157511,TERMOFOR  BAL PETEK TURUNC FASH,4008339677623,[],"[""images/157511/1.png""]"
9360,157512,TERMOFOR  TAS MODEL MAVI ARDUVA,4008339619067,[],"[""images/157512/1.png""]"
9361,157513,TERMOFOR TAS MODEL GRI FASHY,4008339619043,[],"[""images/157513/1.png""]"
9362,157514,TERMOFOR  TAS MODEL PEMBE FASHY,4008339619050,[],"[""images/157514/1.png""]"
9363,157515,TERMOFOR FASHY KILIFLI GRI,4008339358805,[],"[""images/157515/1.png""]"
9364,157516,TERMOFOR FASHY KILIFLI KIRMIZI,4008339421455,[],"[""images/157516/1.png""]"
9365,157520,TERMOFOR COCUK KILIFLI KIZ PEMB,4008339642539,[],"[""images/157520/1.png""]"
9366,157521,TERMOFOR COCUK K.FLI ERKEK MAVI,4008339642546,[],"[""images/157521/1.jpg""]"
9367,157531,SYNOTAB LIQUID 30 FLAKON,8681395440569,[],"[""images/157531/1.jpg"", ""images/157531/2.jpg""]"
9368,157533,NBL IMMUNO FORMULA 10LU HAZIR P,8699540034181,[],"[""images/157533/1.png""]"
9369,157534,TANSIFA PLUS 16MG/5MG/12.5MG 28,8699262010265,"[""8699525019820"", ""8699525019820""]","[""images/157534/1.jpg""]"
9370,157543,"EXCALIBA PLUS 20/5/12,5 28 TB",8699832090673,[],"[""images/157543/1.png""]"
9371,157544,"EXCALIBA PLUS 40/5/12,5 28 TB",8699832090697,[],"[""images/157544/1.png""]"
9372,157545,EXCALIBA PLUS 40/5/25 28TB,8699832090710,[],"[""images/157545/1.png""]"
9373,157546,ASPINATURA APRICOT LEMON 20ML,8699546650057,[],"[""images/157546/1.png"", ""images/157546/2.png"", ""images/157546/3.png"", ""images/157546/4.png""]"
9374,157547,ASPINATURA COUGH SRP 120 ML,8699546578085,[],"[""images/157547/1.png"", ""images/157547/2.png""]"
9375,157548,ASPINATURA KIDS COUGH SRP 120ML,8699546578078,[],"[""images/157548/1.png"", ""images/157548/2.png""]"
9376,157549,ASPINATURA LEMON MINT SRPA PUB,8699546650064,[],"[""images/157549/1.png"", ""images/157549/2.png"", ""images/157549/3.png"", ""images/157549/4.png""]"
9377,157550,FLEXTRA 400 MG 24 F.KAPLI TB,8699514094784,"[""8699527090957"", ""8699559090024"", ""8699525099600"", ""8699569093060"", ""8699527090957"", ""8699559090024"", ""8699525099600"", ""8699569093060"", ""8680150090193""]","[""images/157550/1.png""]"
9378,157551,BITEX BIT SAMPUANI 100 ML,8699956001524,[],"[""images/157551/1.jpg""]"
9379,157557,OCEAN RHODIOLA 250 MG 30 KAP,8697595873052,[],"[""images/157557/1.png""]"
9380,157559,DAY2DAY BEA. STAB. VIT.C %10,8697595876183,[],"[""images/157559/1.png"", ""images/157559/2.png""]"
9381,157562,DAY2DAY BEA.HYAL.+PROB SER 30ML,8697595876190,[],"[""images/157562/1.png""]"
9382,157563,DAY2DAY BEA. COL.+RET. SERUM 30,8697595876206,[],"[""images/157563/1.png""]"
9383,157564,NBTLIFE CHROMON 60 KAP,8680645530517,[],"[""images/157564/1.png"", ""images/157564/2.png""]"
9384,157565,DUOBALANCE BV CRAN 14 KAPSUL,8680645530500,[],"[""images/157565/1.png"", ""images/157565/2.png""]"
9385,157566,"FRAVEN 48 MIU/0,5 ML IV 5 ENJ",8680833770053,"[""8681428951109"", ""8681428951109""]","[""images/157566/1.png""]"
9386,157569,INTRAKET( BRP) NO 20 PEMBE NRKS,8906065488031,[],"[""images/157569/1.jpg""]"
9387,157570,INTRAKET (BRP) NO 22 MAVI NRKS,8906023935447,[],"[""images/157570/1.jpg"", ""images/157570/2.jpg""]"
9388,157571,INTRAKET (BRP) NO 24 SARI NRKS,8906065488055,[],"[""images/157571/1.jpg"", ""images/157571/2.jpg""]"
9389,157584,LIPOZONE COENZYM Q10 100MG/30TB,8699514151517,[],"[""images/157584/1.png"", ""images/157584/2.png"", ""images/157584/3.jpg""]"
9390,157589,SILYMARIN CURCUMIN BERBERIN,8681910223127,[],"[""images/157589/1.jpg"", ""images/157589/2.png""]"
9391,157590,B12 PLUS METHYLCOBALAMIN 30 TB.,7640128141280,[],"[""images/157590/1.jpg""]"
9392,157591,ARTVICTUS 30 TB,8699910800996,[],"[""images/157591/1.jpg"", ""images/157591/2.jpg""]"
9393,157592,BONVICTUS 60TB,8699910800989,[],"[""images/157592/1.jpg"", ""images/157592/2.jpg""]"
9394,157593,CALM WAY 30ML,8699910802815,[],"[""images/157593/1.jpg""]"
9395,157595,CENESYS 30TB,8699910802433,[],"[""images/157595/1.jpg"", ""images/157595/2.jpg""]"
9396,157601,RESVEROL SURUP 150 ML,8699910802365,[],"[""images/157601/1.jpg""]"
9397,157602,RESVEROL PLUS 30TB,8699910802747,[],"[""images/157602/1.jpg""]"
9398,157606,RINOMAX SOFT BURUN SPREYI 25,8699241776397,[],"[""images/157606/1.png""]"
9399,157609,ISIDE HPV VAJINAL OVUL 14X2G,8682704982152,[],"[""images/157609/1.jpg"", ""images/157609/2.png""]"
9400,157610,GINHYAL VAJINAL GEL 40 ML,8682704982145,[],"[""images/157610/1.jpg"", ""images/157610/2.png""]"
9401,157621,BROFAR BOCEK YEMI 6LI NRKS,8690496999944,[],"[""images/157621/1.jpg""]"
9402,157623,BROFAR BOCEK JEL ENJ 5GR NRKS,8690496999951,[],"[""images/157623/1.png""]"
9403,157628,OCEAN HYAL. ASIT 150 MG 30 KAP,8697595873014,[],"[""images/157628/1.jpg"", ""images/157628/2.png""]"
9404,157630,OCEAN TRIB.TERREST. 500MG 60KAP,8697595873007,[],"[""images/157630/1.png""]"
9405,157632,ELEKTRA 60 GR JEL,8699527340014,"[""8699525349620"", ""8699569340072"", ""8699540025882"", ""8699525349620"", ""8699569340072"", ""8699540025882""]","[""images/157632/1.jpg""]"
9406,157633,EZETEC PLUS 10 MG/10 MG 30 TB,8697936093613,[],"[""images/157633/1.png""]"
9407,157634,EZETEC PLUS 10 MG/20 MG 30 TB,8697936093675,[],"[""images/157634/1.jpg""]"
9408,157635,EZETEC PLUS 10 MG/40 MG 30 TB,8697936093651,[],"[""images/157635/1.png""]"
9409,157636,TELMODIP 80/5 MG 28 TB,8680881012884,[],"[""images/157636/1.png"", ""images/157636/2.png""]"
9410,157637,TELMODIP 80/10 MG 28 TB,8680881012891,[],"[""images/157637/1.png""]"
9411,157638,"TELMODIP PLUS 80/5/12,5 MG 30 T",8697927014498,[],"[""images/157638/1.png""]"
9412,157639,MIGREOUT 10 MG 6 EFT,8697936023276,"[""8697936023269""]","[""images/157639/1.png"", ""images/157639/2.png""]"
9413,157640,FIXATOM 10 MG 28 KAP,8697927152060,"[""8699502151833"", ""8699543150130"", ""8699514150718"", ""8699502151833"", ""8699543150130"", ""8699514150718""]","[""images/157640/1.png""]"
9414,157641,FIXATOM 18 MG 28 KAP,8697927152077,"[""8699502151840"", ""8699543150147"", ""8699514150725"", ""8699502151840"", ""8699543150147"", ""8699514150725""]","[""images/157641/1.png""]"
9415,157642,FIXATOM 25 MG 28 KAP,8697927152084,"[""8699502151857"", ""8699543150154"", ""8699514150732"", ""8699502151857"", ""8699543150154"", ""8699514150732""]","[""images/157642/1.png""]"
9416,157643,FIXATOM 40 MG 28 KAP,8697927152091,"[""8699502151864"", ""8699543150161"", ""8699514150749"", ""8699502151864"", ""8699543150161"", ""8699514150749""]","[""images/157643/1.png""]"
9417,157644,FIXATOM 60 MG 28 KAP,8697927152107,"[""8699502151871"", ""8699543150178"", ""8699514150756"", ""8699502151871"", ""8699543150178"", ""8699514150756""]","[""images/157644/1.png""]"
9418,157648,BUYUVIT TISSUS SPREY 30 ML,8681807005270,[],"[""images/157648/1.jpg"", ""images/157648/2.jpg""]"
9419,157650,MAGNIMORE SM 30 SASE,8680133001017,[],"[""images/157650/1.jpg"", ""images/157650/2.jpg""]"
9420,157651,TOBRAZON %0.3+%0.1 GOZ DAMLASI,8699844712372,"[""8699569610328"", ""8699569610328""]","[""images/157651/1.jpg""]"
9421,157652,SUBMEX 10MG/0.4ML ENJ.COZ.ICE.,8699514950189,"[""8699715952074"", ""8699525950017"", ""8699828950196"", ""8699715952074"", ""8699525950017"", ""8699828950196""]","[""images/157652/1.png""]"
9422,157653,SUBMEX 15MG/0.6ML ENJ.COZ.ICE.,8699514950196,"[""8699715952081"", ""8699525950031"", ""8699715952081"", ""8699525950031"", ""8699828950219""]","[""images/157653/1.png""]"
9423,157654,SUBMEX 20MG/0.8ML ENJ.COZ.ICE.,8699514950202,"[""8699715952098"", ""8699525950048"", ""8699715952098"", ""8699525950048"", ""8699828950233""]","[""images/157654/1.png""]"
9424,157655,SUBMEX 25MG/1ML ENJ.COZ.ICER.,8699514950219,"[""8699715952005"", ""8699715952005"", ""8699828950257""]","[""images/157655/1.png""]"
9425,157656,PULCET 40MG IV 1 ENJ,8699540270022,"[""8680199001877"", ""8680222790129"", ""8682758790017"", ""8681639790016"", ""8680199001877"", ""8680222790129"", ""8682758790017"", ""8681639790016""]","[""images/157656/1.png""]"
